original_image,crop_image,x_center_px,y_center_px
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250105231344_BURST045_Betelgeuse_1.jpg,541.000704,2095.0016
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250105231344_BURST045_Bellatrix_2.jpg,585.4986240000001,2537.00096
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250105231344_BURST045_Zeta_Tauri_3.jpg,1363.99872,2146.500608
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250105231344_BURST045_Elnath_4.jpg,1791.000576,2170.499072
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250105231344_BURST045_Hassaleh_5.jpg,2133.000192,2430.001152
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250105231344_BURST045_Jupiter_6.jpg,1589.4988799999999,2802.999296
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250105231344_BURST045_Aldebaran_7.jpg,1349.001216,3014.00064
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST045.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250105231344_BURST045_Pleiades_8.jpg,2039.5008000000003,3499.999232
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250105231344_BURST046_Betelgeuse_1.jpg,539.4984959999999,2100.498432
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250105231344_BURST046_Bellatrix_2.jpg,591.000576,2533.998592
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250105231344_BURST046_Zeta_Tauri_3.jpg,1357.000704,2142.498816
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250105231344_BURST046_Elnath_4.jpg,1779.9997440000002,2175.000576
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250105231344_BURST046_Hassaleh_5.jpg,2136.999936,2430.001152
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250105231344_BURST046_Jupiter_6.jpg,1596.499968,2808.500224
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250105231344_BURST046_Aldebaran_7.jpg,1351.498752,3021.000704
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST046.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250105231344_BURST046_Pleiades_8.jpg,2039.5008000000003,3504.001024
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250105231344_BURST047_Betelgeuse_1.jpg,549.000192,2119.000064
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250105231344_BURST047_Bellatrix_2.jpg,582.500352,2552.000512
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250105231344_BURST047_Zeta_Tauri_3.jpg,1357.000704,2155.49952
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250105231344_BURST047_Elnath_4.jpg,1791.000576,2175.000576
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250105231344_BURST047_Hassaleh_5.jpg,2136.999936,2432.499712
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250105231344_BURST047_Jupiter_6.jpg,1590.500352,2814.001152
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250105231344_BURST047_Aldebaran_7.jpg,1354.500096,3026.00192
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250105231344_BURST047.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250105231344_BURST047_Pleiades_8.jpg,2048.001024,3512.500224
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST001_Pleiades_1.jpg,2413.99808,1741.50144
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST001_Jupiter_2.jpg,1860.001792,1326.001152
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST001_Betelgeuse_3.jpg,284.667904,772.5004799999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST001_Aldebaran_4.jpg,1539.334144,1451.624448
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST001_Zeta_Tauri_5.jpg,1471.332352,792.3763200000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST001_Elnath_6.jpg,2074.001408,808.8760319999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST001_Hassaleh_7.jpg,2552.000512,1002.7499519999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST001.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST001_Bellatrix_8.jpg,435.335168,1120.499712
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST002_Jupiter_1.jpg,1866.665984,1335.7486079999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST002_Aldebaran_2.jpg,1551.998976,1453.50144
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST002_Pleiades_3.jpg,2409.332736,1741.876224
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST002_Bellatrix_4.jpg,446.001152,1127.248896
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST002_Betelgeuse_5.jpg,287.3344,775.4987520000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST002_Zeta_Tauri_6.jpg,1480.667136,797.248512
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST002_Elnath_7.jpg,2083.999744,813.7512959999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST002.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST002_Hassaleh_8.jpg,2553.331712,1005.7512959999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST003_Jupiter_1.jpg,1860.665344,1334.249472
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST003_Aldebaran_2.jpg,1549.33248,1455.750144
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST003_Zeta_Tauri_3.jpg,1476.001792,802.49856
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST003_Elnath_4.jpg,2081.333248,818.2487040000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST003_Hassaleh_5.jpg,2557.333504,1015.873536
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST003_Betelgeuse_6.jpg,293.998592,786.751488
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST003_Bellatrix_7.jpg,450.666496,1134.001152
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST003.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST003_Pleiades_8.jpg,2418.66752,1750.4993279999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST004_Jupiter_1.jpg,1882.66496,1347.001344
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST004_Aldebaran_2.jpg,1570.668544,1466.625024
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST004_Zeta_Tauri_3.jpg,1480.667136,807.7486079999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST004_Elnath_4.jpg,2085.33504,823.873536
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST004_Hassaleh_5.jpg,2548.666368,1014.749184
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST004_Betelgeuse_6.jpg,300.66688,792.7511039999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST004_Bellatrix_7.jpg,452.001792,1142.624256
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST004.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST004_Pleiades_8.jpg,2411.999232,1756.498944
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST005_Jupiter_1.jpg,1876.668416,1345.87392
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST005_Aldebaran_2.jpg,1566.666752,1466.625024
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST005_Pleiades_3.jpg,2424.000512,1756.12416
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST005_Zeta_Tauri_4.jpg,1480.667136,814.12608
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST005_Elnath_5.jpg,2078.666752,825.750528
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST005_Hassaleh_6.jpg,2563.334144,1022.251008
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST005_Betelgeuse_7.jpg,298.668032,802.123776
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST005.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST005_Bellatrix_8.jpg,464.666624,1148.623872
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST006_Jupiter_1.jpg,1887.3344,1349.250048
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST006_Aldebaran_2.jpg,1564.667904,1472.249856
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST006_Pleiades_3.jpg,2433.998848,1759.8750720000003
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST006_Betelgeuse_4.jpg,304.668672,809.250816
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST006_Bellatrix_5.jpg,460.00128,1146.749952
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST006_Zeta_Tauri_6.jpg,1486.667776,820.125696
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST006_Elnath_7.jpg,2088.665088,831.37536
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST006.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST006_Hassaleh_8.jpg,2560.667648,1025.624064
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST008_Jupiter_1.jpg,1879.334912,1360.499712
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST008_Aldebaran_2.jpg,1571.999744,1482.749952
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST008_Pleiades_3.jpg,2440.667136,1768.8760320000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST008_Zeta_Tauri_4.jpg,1483.333632,838.124544
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST008_Elnath_5.jpg,2099.99872,843.374592
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST008_Hassaleh_6.jpg,2573.33248,1029.74976
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST008_Betelgeuse_7.jpg,319.332352,820.5004799999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST008.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST008_Bellatrix_8.jpg,477.331456,1164.374016
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST011_Betelgeuse_1.jpg,333.33248,837.3749760000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST011_Bellatrix_2.jpg,488.001536,1171.87584
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST011_Jupiter_3.jpg,1899.331584,1369.5006720000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST011_Aldebaran_4.jpg,1581.334528,1493.999616
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST011_Pleiades_5.jpg,2454.667264,1777.1243519999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST011_Zeta_Tauri_6.jpg,1500.000256,844.873728
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST011_Elnath_7.jpg,2103.332864,857.6256000000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST011.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST011_Hassaleh_8.jpg,2578.665472,1041.374208
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST012_Pleiades_1.jpg,2461.331456,1786.8748799999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST012_Jupiter_2.jpg,1896.665088,1377.748992
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST012_Betelgeuse_3.jpg,333.33248,840.7511039999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST012_Aldebaran_4.jpg,1587.99872,1500.7487999999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST012_Zeta_Tauri_5.jpg,1505.333248,851.625984
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST012_Elnath_6.jpg,2104.000512,860.6238719999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST012_Hassaleh_7.jpg,2580.000768,1051.124736
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST012.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST012_Bellatrix_8.jpg,487.333888,1183.500288
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST013_Jupiter_1.jpg,1904.001024,1384.126464
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST013_Aldebaran_2.jpg,1590.665216,1504.499712
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST013_Pleiades_3.jpg,2467.999744,1788.7487999999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST013_Betelgeuse_4.jpg,336.666624,843.749376
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST013_Bellatrix_5.jpg,488.001536,1184.62464
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST013_Zeta_Tauri_6.jpg,1506.000896,857.6256000000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST013_Elnath_7.jpg,2108.665856,859.4995200000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST013.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST013_Hassaleh_8.jpg,2583.998464,1059.750912
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST014_Betelgeuse_1.jpg,339.33312,851.2512
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST014_Bellatrix_2.jpg,491.999232,1194.749952
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST014_Jupiter_3.jpg,1905.332224,1384.501248
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST014_Aldebaran_4.jpg,1595.334656,1507.87584
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST014_Pleiades_5.jpg,2467.999744,1796.6254079999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST014_Zeta_Tauri_6.jpg,1508.667392,862.5008640000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST014_Elnath_7.jpg,2109.333504,869.999616
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST014.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST014_Hassaleh_8.jpg,2578.665472,1057.499136
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST015_Betelgeuse_1.jpg,343.334912,855.7486079999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST015_Bellatrix_2.jpg,503.332864,1198.8756480000002
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST015_Jupiter_3.jpg,1901.334528,1392.7495680000002
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST015_Aldebaran_4.jpg,1602.666496,1511.248896
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST015_Pleiades_5.jpg,2467.332096,1805.2485120000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST015_Zeta_Tauri_6.jpg,1511.333888,863.6252159999999
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST015_Elnath_7.jpg,2107.334656,872.2513920000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST015.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST015_Hassaleh_8.jpg,2584.666112,1063.123968
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST016_Betelgeuse_1.jpg,339.33312,868.125696
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST016_Bellatrix_2.jpg,496.668672,1203.001344
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST016_Jupiter_3.jpg,1909.334016,1394.248704
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Aldebaran\IMG20250115212139_BURST016_Aldebaran_4.jpg,1609.998336,1515.3745920000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Pleiades\IMG20250115212139_BURST016_Pleiades_5.jpg,2465.333248,1800.0015359999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Zeta_Tauri\IMG20250115212139_BURST016_Zeta_Tauri_6.jpg,1514.668032,872.2513920000001
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Elnath\IMG20250115212139_BURST016_Elnath_7.jpg,2116.665344,881.624064
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST016.jpg,MobilTelesco_Processed\crops\train\Hassaleh\IMG20250115212139_BURST016_Hassaleh_8.jpg,2586.66496,1068.7487999999998
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST017.jpg,MobilTelesco_Processed\crops\train\Betelgeuse\IMG20250115212139_BURST017_Betelgeuse_1.jpg,366.665728,869.999616
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST017.jpg,MobilTelesco_Processed\crops\train\Bellatrix\IMG20250115212139_BURST017_Bellatrix_2.jpg,513.998848,1207.498752
D:/Shantanu/MBTR/sky-survey/Images\train\IMG20250115212139_BURST017.jpg,MobilTelesco_Processed\crops\train\Jupiter\IMG20250115212139_BURST017_Jupiter_3.jpg,1921.998848,1407.0005760000001
